"2013-01-17";"31000";"90"
"2013-02-08";"31000";"90"
"2013-02-13";"31000";"90"
"2013-02-18";"31000";"90"
"2013-02-19";"31000";"90"
"2013-02-20";"31000";"90"
"2013-02-22";"31000";"90"
"2013-02-27";"31000";"90"
"2013-03-01";"31000";"90"
"2013-03-04";"31000";"90"
"2013-03-05";"31000";"90"
"2013-03-14";"31000";"90"
"2013-03-18";"31000";"90"
"2013-03-19";"31000";"90"
"2013-03-20";"31000";"90"
"2013-03-21";"31000";"90"
"2013-03-22";"31000";"90"
"2013-03-25";"31000";"90"
"2013-03-27";"31000";"90"
"2013-03-28";"31000";"90"
"2013-04-02";"31000";"90"
"2013-04-03";"31000";"90"
"2013-04-08";"31000";"90"
"2013-04-12";"31000";"90"
"2013-04-15";"31000";"90"
"2013-04-16";"31000";"90"
"2013-04-18";"31000";"90"
"2013-04-19";"31000";"90"
"2013-04-22";"31000";"90"
"2013-04-23";"31000";"90"
"2013-04-24";"31000";"90"
"2013-04-25";"31000";"90"
"2013-04-26";"31000";"90"
"2013-04-29";"31000";"90"
"2013-04-30";"31000";"90"
"2013-05-02";"31000";"90"
"2013-05-03";"31000";"90"
"2013-05-06";"31000";"90"
"2013-05-07";"31000";"90"
"2013-05-13";"31000";"90"
"2013-05-14";"31000";"90"
"2013-05-15";"31000";"90"
"2013-05-22";"31000";"90"
"2013-05-23";"31000";"90"
"2013-05-24";"31000";"90"
"2013-05-27";"31000";"90"
"2013-05-29";"31000";"90"
"2013-05-30";"31000";"90"
"2013-05-31";"31000";"90"
"2013-06-03";"31000";"90"
"2013-06-06";"31000";"90"
"2013-06-07";"31000";"90"
"2013-06-17";"31000";"90"
"2013-06-18";"31000";"90"
"2013-06-25";"31000";"90"
"2013-06-26";"31000";"90"
"2013-06-27";"31000";"90"
"2013-06-28";"31000";"90"
