"2014-08-11";"31000";"90"
"2014-08-12";"31000";"90"
"2014-08-13";"31000";"90"ssss
"2014-08-18";"31000";"90"
"2014-08-19";"15000";"90"
"2014-08-20";"31000";"90"
"2014-08-21";"31000";"90"ss
"2014-08-26";"31000";"90"
"2014-08-28";"31000";"90"
"2014-08-29";"31000";"90"
"2014-09-01";"31000";"90"
"2014-09-02";"31000";"90"
"2014-09-03";"31000";"90"dddd
"2014-09-29";"31000";"90"
"2014-09-30";"31000";"90"
"2014-10-01";"31000";"90"
"2014-10-02";"31000";"90"
"2014-10-06";"31000";"90"
"2014-10-09";"31000";"90"
"2014-10-10";"31000";"90"
"2014-10-13";"31000";"90"
"2014-10-14";"31000";"90"
"2014-10-16";"31000";"90"
"2014-10-17";"31000";"90"
"2014-10-21";"31000";"90"
"2014-10-23";"31000";"90"
"2014-10-27";"31000";"90"
"2014-10-28";"31000";"90"
"2014-10-30";"31000";"90"
"2014-11-04";"31000";"90"
"2014-11-06";"31000";"90"
"2014-11-13";"31000";"90"
"2014-11-19";"31000";"90"
"2014-11-21";"31000";"90"
"2014-11-24";"31000";"90"
"2014-11-25";"31000";"90"
"2014-11-27";"31000";"90"
"2014-12-02";"31000";"90"
"2014-12-09";"31000";"90"
"2014-12-11";"31000";"90"
"2014-12-15";"31000";"90"
"2014-12-18";"31000";"90"
"2014-12-22";"31000";"90"
